name,version,type,licenses,supplier,properties
rand_core,0.5.1,library,MIT,Organization: crates,"BlackDuck-Component: 63f0c46b-beb6-49c8-8083-59bf63b498a0, BlackDuck-ComponentVersion: be7d0270-b000-48cd-96e4-17fb8ca258c3, BlackDuck-ComponentOrigin: f4dcf4fc-89fe-4b77-a803-1abac337170d"
rand_core,0.6.4,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 63f0c46b-beb6-49c8-8083-59bf63b498a0, BlackDuck-ComponentVersion: 5abe9dc4-af48-43a1-bca1-4fd5f0f6baf3, BlackDuck-ComponentOrigin: 7a0a9ca5-89d6-49d7-8498-7d607d7e91e2"
rand_hc,0.2.0,library,MIT,Organization: crates,"BlackDuck-Component: 535b9c10-6a88-4cfa-93a6-6caa08c9a656, BlackDuck-ComponentVersion: bde7e991-6c0e-4778-9698-1ed811329652, BlackDuck-ComponentOrigin: f26c307b-3bb6-4926-9612-74997caada8c"
rand_xorshift,0.3.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: c750f3e5-fe62-4a3f-bb80-5857fc6322c3, BlackDuck-ComponentVersion: 53554c18-29e5-4d48-b3e7-5ca372c560ae, BlackDuck-ComponentOrigin: 069b9ba1-83d0-47f5-ac44-3753503de378"
redox-os,0.2.13,library,MIT,Organization: crates,"BlackDuck-Component: 4c139d0f-9fb4-4148-91b9-d32779789614, BlackDuck-ComponentVersion: 3e7da98d-5996-4bde-af94-e7aec0ad60ec, BlackDuck-ComponentOrigin: b53fa6a8-3fe2-4de2-b866-6d53b086a62f"
rjsmin,1.0.12,library,Apache-2.0,Organization: github,"BlackDuck-Component: f98badd7-d9cc-4643-825e-18eda535c569, BlackDuck-ComponentVersion: 1c66d3a8-7bd7-4a9a-8f8e-729aa69b87d2, BlackDuck-ComponentOrigin: 1bfbf401-19c3-47a7-9b48-317b6e3a32c0"
rlimit,0.8.3,library,MIT,Organization: crates,"BlackDuck-Component: 350b797d-13d5-4572-b490-380d62c2f21d, BlackDuck-ComponentVersion: a811216a-7970-4d63-af7c-2a9301497beb, BlackDuck-ComponentOrigin: cb80b291-05f6-4c03-8160-f4f755fce6e2"
rumqttc,0.12.0,library,Apache-2.0,Organization: crates,"BlackDuck-Component: 97b77550-7c52-46a1-80a5-3142dca49058, BlackDuck-ComponentVersion: fbb280f7-4b8e-4b4b-94e4-eb7f559b9f65, BlackDuck-ComponentOrigin: c64008b5-ae22-42fd-85da-ef71883ee0d4"
rumqttc,0.17.0,library,Apache-2.0,Organization: crates,"BlackDuck-Component: 97b77550-7c52-46a1-80a5-3142dca49058, BlackDuck-ComponentVersion: 47c2c4a7-dfb2-4a7d-9ace-7cabd7d7e330, BlackDuck-ComponentOrigin: 203261fa-99b2-4cf7-993a-949191d1268d"
rust-bytes,1.2.1,library,MIT,Organization: ubuntu,"BlackDuck-Component: 860b6442-c958-4d81-8a8c-64b39683a16c, BlackDuck-ComponentVersion: e83913ba-93a4-4d83-9c95-397914d89cb3, BlackDuck-ComponentOrigin: 0789b223-11b1-406a-8263-365eaad8ae1e"
RustCrypto/MACs,0.12.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 5e8e472f-6e80-4a45-84c0-258c8b28d0ce, BlackDuck-ComponentVersion: 47cc9d78-ae25-41b6-9c15-62f3724521f9, BlackDuck-ComponentOrigin: 1916acdf-b704-4bb4-8f53-bea6b2a8e5cc"
RustCrypto/traits,1.6.4,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: bb4281d0-d925-4478-ab35-cee43700a54e, BlackDuck-ComponentVersion: 4bb6cf4b-803a-46f0-96f5-87eac17e5b93, BlackDuck-ComponentOrigin: ec564dc9-eb8c-4cd3-ae9e-75d6b577f11a"
rust-idna,0.2.3,library,"Apache-2.0, MIT","","BlackDuck-Component: 06915f01-d456-4c79-8d92-33062f3c84c0, BlackDuck-ComponentVersion: dbd25f80-1e7e-42c9-8d9d-42d715d6f59d"
rust-idna,0.3.0,library,MIT,Organization: debian,"BlackDuck-Component: 06915f01-d456-4c79-8d92-33062f3c84c0, BlackDuck-ComponentVersion: 244993f8-3f9a-45a7-931b-0c23b2bfa4e8, BlackDuck-ComponentOrigin: e9de60b9-2308-4eea-92b9-16dae8e65a86"
rust-itertools/itertools,0.10.5,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 07f78f87-5e2d-41b6-b051-e7b8195cec15, BlackDuck-ComponentVersion: 73ea83c1-f657-4fd6-8817-659aefd8e6ca, BlackDuck-ComponentOrigin: 40251eae-c561-4ef2-a456-066eebf6e255"
rustix,0.36.1,library,"Apache-2.0, MIT, None",Organization: crates,"BlackDuck-Component: 91da4468-858f-4f34-b875-0beae0e7a86f, BlackDuck-ComponentVersion: ee2ffca7-d9b1-4a3d-8e6a-d0b077fb0fed, BlackDuck-ComponentOrigin: 817094da-e3d7-4510-87aa-72527b2d21aa"
rust-lang/backtrace-rs,0.3.66,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: ea4b05ee-bf64-4dae-93f4-434725034ba6, BlackDuck-ComponentVersion: db80ee44-f774-438d-a3ca-c6c28d7538ca, BlackDuck-ComponentOrigin: c4540d26-942a-43a6-ab86-44a243cee357"
rustls,0.20.6,library,"Apache-2.0, ISC, MIT",Organization: crates,"BlackDuck-Component: 0f3c74c7-e215-4877-ae70-968c005d1ff4, BlackDuck-ComponentVersion: 07cba6d5-2412-4fc3-97d4-db1aacce4514, BlackDuck-ComponentOrigin: 39c18831-94ea-4b8f-842a-050c894a33a8"
rustls-native-certs,0.6.2,library,"Apache-2.0, ISC, MIT",Organization: crates,"BlackDuck-Component: 2e445c0a-3a3f-4bc0-be51-75cdab56b5a5, BlackDuck-ComponentVersion: b52268e2-84e5-45dc-8311-0c7a0d458ce8, BlackDuck-ComponentOrigin: af2839bd-6584-42aa-b546-f8b70bf7ef28"
rustls-pemfile,0.3.0,library,"Apache-2.0, ISC, MIT",Organization: crates,"BlackDuck-Component: 471184bd-35cf-4a96-ba78-fd1c1a70db67, BlackDuck-ComponentVersion: d2b4a426-cca4-47e7-99bc-93209aeed9d1, BlackDuck-ComponentOrigin: d5eac65d-d998-4618-9b72-4edb332df54e"
rustls-pemfile,1.0.1,library,"Apache-2.0, ISC, MIT",Organization: crates,"BlackDuck-Component: 471184bd-35cf-4a96-ba78-fd1c1a70db67, BlackDuck-ComponentVersion: a48c6bd7-e35f-4a09-9c1d-9f2e22eac04a, BlackDuck-ComponentOrigin: ac524916-0d2e-4bde-a490-1b1c2a1f13d7"
rust-random/rand,0.7.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: d03fe09b-501c-4d2d-8ea3-dcee7ba2ab4e, BlackDuck-ComponentVersion: f2e337a1-5c4b-44c7-917b-07a9cc5c665a, BlackDuck-ComponentOrigin: 9ef88af7-1a5c-401b-a858-0a608ab9f38c"
rust-random/rand,0.8.5,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: d03fe09b-501c-4d2d-8ea3-dcee7ba2ab4e, BlackDuck-ComponentVersion: aea96ecd-dd63-477d-8783-c6216944ff55, BlackDuck-ComponentOrigin: 7089e49f-71fa-4343-a888-2749535cd76e"
rust-sha2,0.10.6,library,MIT,Organization: fedora,"BlackDuck-Component: 83c1b201-2a18-400a-9b3b-bb53a7d3523c, BlackDuck-ComponentVersion: 94c1b792-c290-4a80-a9a4-104426eff7ae, BlackDuck-ComponentOrigin: f597e214-8dfc-4815-a2d7-26cbd0721399"
rusty-fork,0.3.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: b0809bd9-8a7e-4221-a09a-2d3c09189e09, BlackDuck-ComponentVersion: 39f7d3cc-7b11-4517-bf05-e4215dc9f99d, BlackDuck-ComponentOrigin: 776287b3-266d-4c5a-8d50-4a41fff85355"
security-framework,2.6.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 0fde6b90-dac4-4d05-b3b7-2749a8d7c255, BlackDuck-ComponentVersion: fb2e6fbc-b13c-44e0-959c-72c7fea4f24c, BlackDuck-ComponentOrigin: 4e4fa563-ffe2-4e39-84ee-932d3d1f8b1e"
security-framework,2.7.0,library,Apache-2.0,Organization: crates,"BlackDuck-Component: 0fde6b90-dac4-4d05-b3b7-2749a8d7c255, BlackDuck-ComponentVersion: fa40c024-fc5d-4e54-bcef-d54d3a45e8f1, BlackDuck-ComponentOrigin: 5fb74fe1-8abe-4581-a64d-e6afb78a4ce4"
semver,0.9.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 2ab5e762-74f2-478a-a7e9-7291c2f8313c, BlackDuck-ComponentVersion: c5ba53e4-5c91-4504-ab09-93a6c54b0902, BlackDuck-ComponentOrigin: 4331d5d9-e6d0-413e-82f1-7fee052fa2b5"
semver,1.0.14,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 2ab5e762-74f2-478a-a7e9-7291c2f8313c, BlackDuck-ComponentVersion: 86460fce-5f14-4ba8-b50e-c4074443508c, BlackDuck-ComponentOrigin: 9bccb94a-954f-41b7-831e-b620cbe69a0d"
semver-parser,v0.7.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: bf8602a8-6320-40a8-9eaa-3c509c0b5368, BlackDuck-ComponentVersion: ac1cbce3-64bd-45de-ba1c-46ca6986a2e5, BlackDuck-ComponentOrigin: 17610a51-6905-4fc1-abcd-818ef2b9215e"
serde,1.0.147,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 22d7baa6-f8d4-4f7f-976e-f8d9a653d70a, BlackDuck-ComponentVersion: c3c80adf-edf7-428a-a2aa-e0e6e3609bdc, BlackDuck-ComponentOrigin: 0a73e28a-1d5c-4ff4-b473-e0ce6fc3559b"
serde_plain,1.0.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 57e64057-8ed2-46df-b062-b5f56e7438e9, BlackDuck-ComponentVersion: c2dd1d94-5ee8-44aa-832e-4864662bf531, BlackDuck-ComponentOrigin: 8a926942-63d0-49d1-8ee6-3855a5d4d3a1"
serde_with,2.0.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 93bd87a6-06c8-49d3-84aa-9d9af0fff4cc, BlackDuck-ComponentVersion: 89a1b1f0-9257-4b45-98df-5958478b9ede, BlackDuck-ComponentOrigin: 6728dc4f-a922-4eb0-8dca-718f391db195"
serde_with_macros,2.0.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 11839133-202e-4f14-88a6-e44455e91025, BlackDuck-ComponentVersion: ce229387-7c76-4719-959e-4d8197260797, BlackDuck-ComponentOrigin: 63d5ce9d-4022-4782-a592-5d5ea40a2d67"
serial_test,0.5.1,library,MIT,Organization: crates,"BlackDuck-Component: 19c2fbd3-e070-4e00-8177-783f59f74004, BlackDuck-ComponentVersion: 259ae173-7750-438d-80b9-934f7014da0b, BlackDuck-ComponentOrigin: 79b5f9b6-5663-41d0-9751-0057f6469559"
serial_test_derive,0.5.1,library,MIT,Organization: crates,"BlackDuck-Component: ef8d44c5-7ea3-49ca-bdee-0818b07db7f7, BlackDuck-ComponentVersion: f0ba5505-1518-403b-9bed-d30da956a176, BlackDuck-ComponentOrigin: 0d7f477e-0952-46f2-8ad6-d53389ae16e8"
servo/bincode,1.3.3,library,MIT,Organization: crates,"BlackDuck-Component: d98a4410-69dd-4c58-8249-12e298484a27, BlackDuck-ComponentVersion: 5a35bed9-b01d-4b1c-8c86-7ad473b2b4b5, BlackDuck-ComponentOrigin: 81566eb5-ebdf-40b2-affa-e3006f92a99c"
servo/core-foundation-rs,0.8.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 03a6a554-c9ae-49ef-b833-9675d0962d86, BlackDuck-ComponentVersion: 0358f3f3-e0f3-477d-a867-e6eb1c2425fa, BlackDuck-ComponentOrigin: 5e63ea7d-594c-4c5f-8d35-1b8f8b2d0624"
servo/core-foundation-rs,0.9.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 03a6a554-c9ae-49ef-b833-9675d0962d86, BlackDuck-ComponentVersion: e84d9413-64ec-4781-9510-6b647c126b72, BlackDuck-ComponentOrigin: a50813af-43ea-46c4-b1d7-0beed38626ea"
servo/rust-fnv,1.0.7,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 100dfc03-c34a-4c10-9313-d9a63ae2875e, BlackDuck-ComponentVersion: c000ff2b-c0e5-4af1-ae31-b1c5c0e9147c, BlackDuck-ComponentOrigin: 14a61f8e-a8fb-4b93-bfd7-348eca1e0450"
shadow,7.1.2,library,Apache-2.0,Organization: maven,"BlackDuck-Component: c247e3c4-2a97-4846-aa56-3b9eef57e5e6, BlackDuck-ComponentVersion: 0463f616-e095-47aa-95e7-896e722f5597, BlackDuck-ComponentOrigin: 50146270-99df-48f0-bac6-82e09b7441d4"
shlex,1.1.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: ce4809bc-a33c-4958-ac6e-174286945ece, BlackDuck-ComponentVersion: 22f06507-a351-4bdd-927d-e3ffbc0ca7d9, BlackDuck-ComponentOrigin: 2d26057f-7fd0-4f3c-8498-e233b48d3bff"
signal-hook,0.3.14,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 29f92e8c-ee59-4393-b4b4-6610d454f007, BlackDuck-ComponentVersion: 2b549ef2-f42a-44ff-9a56-5add7caaebaf, BlackDuck-ComponentOrigin: 3ba1e87a-4e9b-41fa-b8e4-41e12440ebb3"
signal-hook-mio,0.2.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: ece9598a-203a-4cc3-96a4-438f2ff5f391, BlackDuck-ComponentVersion: 9f1d2f29-5d93-49ec-8634-8f4e5537013a, BlackDuck-ComponentOrigin: caac4f2e-567c-4716-b57e-44e427e4a4dc"
signal-hook-registry,1.4.0,library,MIT,Organization: crates,"BlackDuck-Component: 69bc9846-1895-41bf-a5c2-ff8a8df88a98, BlackDuck-ComponentVersion: 08fdd68e-ed49-4439-ac88-d62c522d5fa3, BlackDuck-ComponentOrigin: 86e651cc-d443-4711-8c9e-d9e9f446de7f"
snafu,0.6.10,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 452eb5db-5ea6-4619-a874-aa080742f85c, BlackDuck-ComponentVersion: 64777d74-c72f-4440-84fe-8e4ff192740a, BlackDuck-ComponentOrigin: 1381471d-5b59-4c51-9a5f-76c5aee20303"
snafu-derive,0.6.10,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 3d578765-1011-4d00-b97a-22b933f27f49, BlackDuck-ComponentVersion: 24214444-dc5f-4182-9eea-9368e3ddc0d4, BlackDuck-ComponentOrigin: 170cfdfa-dcfd-4d29-ae38-32c19ffd2a41"
softprops/atty,0.2.14,library,MIT,Organization: crates,"BlackDuck-Component: 785c6449-5eb2-4904-91cd-51bcbf7b524c, BlackDuck-ComponentVersion: 9d4051bf-80b2-45f7-972a-450ca7b6a45a, BlackDuck-ComponentOrigin: 76dbf247-4807-4d41-af5f-423a5aeb3ed8"
SonarQube Scanner API,2.16.2.588,library,LGPL-3.0-or-later,Organization: maven,"BlackDuck-Component: be3ff496-0365-4be5-a968-e5c14acb5605, BlackDuck-ComponentVersion: 98eebe55-135e-4ddd-8700-98ef2c5ee6a4, BlackDuck-ComponentOrigin: ed9376e4-4435-4f24-8c9c-e9450a9aa929"
SonarQube Scanner API - Batch,2.16.2.588,library,LGPL-3.0-or-later,Organization: maven,"BlackDuck-Component: 2c95067d-ec69-4227-8d43-31a14490d677, BlackDuck-ComponentVersion: b55fa472-296e-44ed-b7a6-348761d49f49, BlackDuck-ComponentOrigin: e76b79f9-b29d-451c-a851-82b5a4a3bd75"
SonarQube Scanner API - Parent,2.16.2.588,library,LGPL-3.0-or-later,Organization: maven,"BlackDuck-Component: 08b9ce29-dc46-493e-813a-0e6d2981403a, BlackDuck-ComponentVersion: 10cdff08-1948-499a-bfef-32a4e7b7bd7a, BlackDuck-ComponentOrigin: c0b2843d-edc4-404c-b28b-d89cd8b0dd53"
SonarQube Scanner for Gradle,3.5.0.2730,library,LGPL-3.0-or-later,Organization: maven,"BlackDuck-Component: 57566299-e405-43ef-b1f3-05dce46e338a, BlackDuck-ComponentVersion: 4c280dae-d981-400c-bb69-cbea0ca5a6af, BlackDuck-ComponentOrigin: f0d427bc-a2ce-4b1a-b7ce-401d27a367a8"
SonarSource/parent-oss,59.0.29,library,LGPL-3.0-only,"","BlackDuck-Component: 467f4df1-6dfa-443c-a118-37c39e026bc4, BlackDuck-ComponentVersion: 059e3994-7a61-4b98-9324-7d839b13ef80"
Sonatype OSS Parent,7,library,Apache-2.0,"","BlackDuck-Component: 3e181e5f-39e9-4cb7-a1bb-c2cb9215baa9, BlackDuck-ComponentVersion: 336dd7ff-23ee-4e0d-a180-1bc40bbd8e34"
Sonatype OSS Parent,9,library,Apache-2.0,"","BlackDuck-Component: 3e181e5f-39e9-4cb7-a1bb-c2cb9215baa9, BlackDuck-ComponentVersion: bc12b1f9-4747-41df-81f2-3d4f209d8ab9"
SQLite,3.22.0,library,None,"","BlackDuck-Component: 302ca56c-2cf6-4cfd-9173-94c1ee2a44f7, BlackDuck-ComponentVersion: ca1376f0-3417-47b8-9b98-a8f52e925399"
srijs/rust-crc32fast,1.3.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 8a7c8c6a-4302-4db2-b4e1-bed3c7996e0a, BlackDuck-ComponentVersion: 4e8b4ed3-f227-413a-b379-b28c3b128db1, BlackDuck-ComponentOrigin: 68171b4e-a21d-4235-9382-cf9cd2ebf533"
steffengy/schannel-rs,0.1.20,library,MIT,Organization: crates,"BlackDuck-Component: 6eb4699a-02f1-4b03-9216-e84f075fdee0, BlackDuck-ComponentVersion: ca91ca91-b154-4240-a2f3-e662012ca270, BlackDuck-ComponentOrigin: 6bc3f891-1e2a-4d17-9db7-e814af1e26f5"
structure,0.1.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: cf61ab36-3d6b-4c93-a3f1-19ca91fcb282, BlackDuck-ComponentVersion: 48777ec3-509c-4bec-9047-8da2c4a6fe7a, BlackDuck-ComponentOrigin: dd5d498f-7c9a-4698-a597-3d1d12b9dede"
structure-macro-impl,0.1.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 5fb0f979-58af-46df-9db6-171814a04ff5, BlackDuck-ComponentVersion: 0fe97e60-ef7c-49aa-9ddf-f73cc6cca035, BlackDuck-ComponentOrigin: 0cc00df8-3f8b-432e-9f07-215008b7ca8c"
subtle,2.4.1,library,BSD-3-Clause,Organization: crates,"BlackDuck-Component: 91340d8b-8161-4e25-ad7d-649c7f049c41, BlackDuck-ComponentVersion: ea433e37-b1b8-4168-9b1c-0cecc8fdad4c, BlackDuck-ComponentOrigin: faa8c8ac-8d55-47f5-88ea-0b0d9f24e11a"
Svm,Unknown,library,GPL-2.0-with-classpath-exception,"",BlackDuck-Component: a3a27e50-8b94-4fca-a7cf-cdce39d9eabe
Svm Driver,Unknown,library,GPL-2.0-with-classpath-exception,"",BlackDuck-Component: accbeaea-9c9e-4443-933b-c55e00f6f5ed
syn,0.15.44,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 0ffa07c3-4502-4c56-9a90-5655623b0e1c, BlackDuck-ComponentVersion: d97f9cff-ab89-4f72-ac7c-a3c34ac5dd11, BlackDuck-ComponentOrigin: 30147cc7-f91d-4f1f-ab8b-1b4e6abbdb18"
syn,1.0.98,library,Apache-2.0,Organization: crates,"BlackDuck-Component: 0ffa07c3-4502-4c56-9a90-5655623b0e1c, BlackDuck-ComponentVersion: 84634237-d788-44e3-accf-fefad62d6b70, BlackDuck-ComponentOrigin: 3c11e5c1-912f-4ce2-94d6-acd0c0e46a15"
synstructure,0.12.6,library,MIT,Organization: crates,"BlackDuck-Component: 9f4be4b1-7bd4-4beb-b3f5-ffc877ae9ab2, BlackDuck-ComponentVersion: 9bb8fe01-3b6f-4bae-8437-19fb4c6b25df, BlackDuck-ComponentOrigin: f1eadf13-cb4c-44db-94b2-705a9774de05"
tailhook/humantime,2.1.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: a1fad574-7c51-4701-a3cc-4bd28ed78f83, BlackDuck-ComponentVersion: ca47b812-cdbc-46f9-afcb-64a31295247d, BlackDuck-ComponentOrigin: 2789ddcb-a4cc-4019-9af1-e4c313734bbf"
tailhook/quick-error,1.2.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 8124c72f-b0df-49fb-bce6-fe041ee91067, BlackDuck-ComponentVersion: 7c52a13d-0456-4bca-8560-8bf3de0c391a, BlackDuck-ComponentOrigin: e80960c2-e430-4ffc-ae07-92ade09ed81b"
tailhook/quick-error,2.0.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 8124c72f-b0df-49fb-bce6-fe041ee91067, BlackDuck-ComponentVersion: 84a983cc-91c6-4782-9384-2bcc410bca31, BlackDuck-ComponentOrigin: cb38a264-dec7-4bde-a365-dcd314d74793"
tcpdump,4.9.2,library,BSD-3-Clause,"","BlackDuck-Component: d7bd9787-6fa7-4d0b-8ddb-c615ea061f6d, BlackDuck-ComponentVersion: a2f61ef1-9a7f-4057-b229-400632f3ee56"
tcurdt's jdependency,jdependency-2.7.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 11063bf3-b933-4d22-9a43-87b384290e44, BlackDuck-ComponentVersion: beeefecf-e45f-420a-b579-2fc7aa0ee66d, BlackDuck-ComponentOrigin: 8c4e306c-4751-4c12-9372-83ddbf393663"
TedDriggs/darling,0.14.1,library,MIT,Organization: crates,"BlackDuck-Component: 6ec6789a-24f2-432f-8c11-8aaa271e84ae, BlackDuck-ComponentVersion: c31f928a-4c52-4042-bd5c-884d617a5720, BlackDuck-ComponentOrigin: 83b33ed0-aa48-4f4c-ad7e-f774d3baa0bf"
TedDriggs/ident_case,1.0.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 7cbb73dd-9fbb-418d-9c7c-76855dfe0b6d, BlackDuck-ComponentVersion: 4354bb88-dd83-49ec-8f98-fbcd40a985b3, BlackDuck-ComponentOrigin: c3c6c458-49c2-4d17-b836-9803b091a16d"
terminal_size,0.1.17,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 38812c99-cc1f-40b4-8d33-7b27d9933688, BlackDuck-ComponentVersion: 4aab794d-4d5a-4e5c-bd6a-7e6a10665e35, BlackDuck-ComponentOrigin: d92b6aa4-0223-4934-a582-be119931668f"
TeXitoi/structopt,0.3.26,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 9441dc0a-393b-458c-b30b-c3ddf8d37165, BlackDuck-ComponentVersion: 87f78c51-b9ef-4211-b1a4-c58c4025e387, BlackDuck-ComponentOrigin: ed5eedc9-0b09-4620-97f2-93e85a349608"
TeXitoi/structopt,0.4.18,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 9441dc0a-393b-458c-b30b-c3ddf8d37165, BlackDuck-ComponentVersion: 7b72c4a9-a10b-4a06-989c-cceab5a9a8bb, BlackDuck-ComponentOrigin: 47e8c985-b167-45fa-906d-b1b5de288c5f"
