name,version,type,licenses,supplier,properties
event-listener,2.5.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: e1849acf-699b-4fb8-9781-1a380bf22ec3, BlackDuck-ComponentVersion: b1371489-46f5-46ec-aa64-9f8b8eca8f28, BlackDuck-ComponentOrigin: 6b830366-28f0-463c-b476-85f57fd2f30a"
fastrand,1.7.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 005a4743-2d8d-4749-beb9-f7948064b111, BlackDuck-ComponentVersion: 6f08c320-45c0-46a8-8ff8-17af2675c91d, BlackDuck-ComponentOrigin: 0404eeef-218c-49dd-91f2-11b78572bd7d"
fdehau/tui-rs,0.19.0,library,MIT,Organization: crates,"BlackDuck-Component: 54929737-96e6-48e2-a0ed-5c38c79e51b7, BlackDuck-ComponentVersion: c4872748-d1c0-4747-b7aa-80323087e034, BlackDuck-ComponentOrigin: 9f603a9a-1686-48d8-a3b2-b9958f1c2049"
fitzgen/bumpalo,3.8.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 206cead3-4f8b-4df5-be6a-d5ba36b5ca93, BlackDuck-ComponentVersion: 652f711f-4a71-4757-8d35-ef5f566a232f, BlackDuck-ComponentOrigin: 0ea8cd2b-2a2c-4e1c-8a72-ed30a547b105"
flume,0.10.11,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: b0d98516-d250-42e3-98a9-e0aa2b5f28c4, BlackDuck-ComponentVersion: 5a4048aa-49cd-4926-9ff1-010b905c7186, BlackDuck-ComponentOrigin: 06907fdc-c6e1-41b9-8513-6b59b04719ca"
flxo/rogcat,0.4.3,library,MIT,Organization: github,"BlackDuck-Component: b66d5a19-ba83-4a57-930f-fb8bfc8c909a, BlackDuck-ComponentVersion: a1c06409-1d7c-4514-8423-8c6c88a46a4d, BlackDuck-ComponentOrigin: 0706eb9c-aaef-478a-9bd8-64474e6e984b"
foreign-types,0.1.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 10834376-13e9-4840-ac17-153fd979ea42, BlackDuck-ComponentVersion: 86a94285-afb4-4540-8e9a-4ff2e8e4b9c9, BlackDuck-ComponentOrigin: a8e94bff-901c-4ee4-939c-951d19f06d55"
foreign-types,0.3.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 10834376-13e9-4840-ac17-153fd979ea42, BlackDuck-ComponentVersion: 0cbba285-5079-4bf1-95f4-a2c848f39b18, BlackDuck-ComponentOrigin: 8e10190b-f69d-438f-98c5-a67be83373de"
futures-lite,1.12.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 7749d668-b23c-4a4d-9c88-5a02859b2892, BlackDuck-ComponentVersion: 031d8ec8-c6e2-47a7-b4e4-2a4705eb6f08, BlackDuck-ComponentOrigin: 35ccf7d9-5433-46fe-808b-58b9c2797685"
Gilnaa/memoffset,0.6.4,library,MIT,Organization: crates,"BlackDuck-Component: 9c72ba3c-a740-4778-92b8-77001a0f2ca0, BlackDuck-ComponentVersion: 1a5221e8-376c-46e1-9673-19d600738410, BlackDuck-ComponentOrigin: 94906353-fdcb-40a0-b3e1-2a5140bcb1b5"
Gilnaa/memoffset,0.7.1,library,MIT,Organization: crates,"BlackDuck-Component: 9c72ba3c-a740-4778-92b8-77001a0f2ca0, BlackDuck-ComponentVersion: 88d3ecf2-4c43-4cb3-86a0-741378bf7f83, BlackDuck-ComponentOrigin: 97d93dbb-71f9-4fca-ba3a-4a097db23738"
gimli-rs,0.26.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: e4261289-0a4c-4507-ab92-424391ac6f0d, BlackDuck-ComponentVersion: b9821293-d044-45c1-a289-0dcfc4754e53, BlackDuck-ComponentOrigin: 2a9cc69d-607d-4a6b-b63e-46f19f6058f9"
glob,0.3.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 926e2558-95b0-4098-a914-1a9fbb4ddbf4, BlackDuck-ComponentVersion: ea415657-31b5-41ac-a680-490fef8f521c, BlackDuck-ComponentOrigin: 4084dd9d-3af8-4e25-9a8f-dcb99d057bf7"
Google USB Driver,11,library,None,Organization: android_sdk,"BlackDuck-Component: f0a536a1-c00e-4bdf-93b4-67798726b77e, BlackDuck-ComponentVersion: 66988fbd-9708-4ff9-a480-df5a5b66f263, BlackDuck-ComponentOrigin: 528067da-f579-440e-a7b0-1c1b5d520a4b"
GraalVM,vm-22.3.0,library,GPL-2.0-with-classpath-exception,Organization: github,"BlackDuck-Component: 02c5ab82-1380-417c-8609-51e228a59262, BlackDuck-ComponentVersion: 04019a44-e10a-4295-b407-bdef922a761f, BlackDuck-ComponentOrigin: 3a7f72b3-7847-4de4-9c18-a154c974c7d0"
Hamcrest,1.3,library,BSD-3-Clause,Organization: maven,"BlackDuck-Component: d4d917a5-bbf5-4806-a480-b7161fb0743a, BlackDuck-ComponentVersion: 0c4cc9bf-cfa0-4e04-9686-da84e6a32201, BlackDuck-ComponentOrigin: 91d7e30c-e69f-445f-94ed-4d9bcebd0650"
heck,0.3.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 2babb8f3-3acc-49dc-823d-f63af8c50abf, BlackDuck-ComponentVersion: 08bc2de5-8870-4895-bc0a-5b8a87356fbb, BlackDuck-ComponentOrigin: ed3aa72a-3393-431c-8152-4fcb88c31884"
heck,0.4.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 2babb8f3-3acc-49dc-823d-f63af8c50abf, BlackDuck-ComponentVersion: 5fd74ff3-484b-40bf-97a8-b59c3edcf623, BlackDuck-ComponentOrigin: 68b7d14e-abc3-41be-81dd-cb4df2f2f92b"
hermitcore/libhermit-rs,0.1.19,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: e3b2803f-05ca-4922-8d02-fe049d2eb9b3, BlackDuck-ComponentVersion: ddd16db6-3e57-410c-a23b-67b60da62f89, BlackDuck-ComponentOrigin: fdc3ed1e-9c27-4a7d-b232-31bb19802b7c"
hex,0.4.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: a95f339b-498c-4925-9e56-81f962c58e15, BlackDuck-ComponentVersion: 3e1b7aba-5e82-4a6a-9d4e-41702328fb71, BlackDuck-ComponentOrigin: 4a66cb23-231c-41ec-9307-bc55de2a3613"
hex-literal,0.3.4,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 69daad84-309c-41e1-b916-18a88fecdeb7, BlackDuck-ComponentVersion: d3e55ef1-6850-468f-891c-ae1c5decf474, BlackDuck-ComponentOrigin: c3ff8f3b-c4b8-4219-af9b-9a98c0ea94ba"
How can I copy a file on Unix using C? (Custom),Unspecified,library,CC-BY-SA-2.5,"","BlackDuck-Component: dc9003e2-5d6c-4f53-8a70-7daf1cef14e3, BlackDuck-ComponentVersion: cc880c10-e537-4d30-89ba-1adb8118ffb1"
httpcomponents-core,4.4,library,Apache-2.0,Organization: maven,"BlackDuck-Component: ca433569-ea2e-4c78-b53d-106843ec1f58, BlackDuck-ComponentVersion: 5b8f2025-6037-4277-8910-7a2a08001e06, BlackDuck-ComponentOrigin: 0c76d4c7-5b9b-4b17-9350-abeb04a6258b"
httpdate,1.0.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 36de3e63-b2b7-46f5-9c81-097c7d76601f, BlackDuck-ComponentVersion: 94bcf754-9acf-436b-b66c-ce3f951c19e7, BlackDuck-ComponentOrigin: f9f45cfd-e8ac-4d76-8b81-fb2f479ce8fd"
humanize-rs,0.1.5,library,MIT,Organization: crates,"BlackDuck-Component: c706b0f6-f73c-4329-b6ed-ba552eb49b6a, BlackDuck-ComponentVersion: 2edd1c9c-62a9-42d0-b504-13fd0e03450c, BlackDuck-ComponentOrigin: d321cbbe-b2eb-4763-88e7-236f672b4dfd"
humantime-serde,1.1.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 3b1e77dd-499f-4be3-923e-6812b1bbb041, BlackDuck-ComponentVersion: b220feed-c1b1-4e99-92bd-ecf4a98b86eb, BlackDuck-ComponentOrigin: b674afdd-e78f-4bb8-b554-16c86c5d5e0a"
iana-time-zone,0.1.53,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 6222d8cc-a143-4147-bb9e-abc4d5d712d3, BlackDuck-ComponentVersion: 46b2c30d-6a12-4535-9768-45fa378b19b8, BlackDuck-ComponentOrigin: 1217407e-78f3-4eb0-976d-ddb8d275cf92"
iana-time-zone-haiku,0.1.1,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 5adb8206-98d1-4a9b-8605-7f0228a4bb28, BlackDuck-ComponentVersion: d9134811-eeba-4daa-a3da-609dce4f1e8e, BlackDuck-ComponentOrigin: 594dc228-5578-4a42-ae6b-64c30c96269a"
if_chain,1.0.2,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 66d6a6c5-1c93-4bbc-b024-d1a0816ece50, BlackDuck-ComponentVersion: 798a3aa1-cd12-4c56-bffb-8f0661a74888, BlackDuck-ComponentOrigin: 2785ae17-f427-41f7-8a54-3e8e10c3816e"
inotify,0.10.0,library,ISC,Organization: crates,"BlackDuck-Component: dc0b32fd-29bd-4607-876b-fa6b74702d38, BlackDuck-ComponentVersion: a7a29d90-3b38-485b-85a2-d5822219e8d5, BlackDuck-ComponentOrigin: a86afd7c-97e9-4aa6-94d0-54a354b31555"
inotify-sys,0.1.5,library,ISC,Organization: crates,"BlackDuck-Component: c67a7e44-ffe1-498a-beee-005cc4c5a586, BlackDuck-ComponentVersion: 99db1976-ce14-48bb-89a1-41f2e0a7ec01, BlackDuck-ComponentOrigin: b396ce25-c0dd-4bb6-a8cc-45d5a7862d54"
instant,0.1.12,library,BSD-3-Clause,Organization: crates,"BlackDuck-Component: 32c7767c-e0ae-4a3b-bb4d-34386ff3fab9, BlackDuck-ComponentVersion: 46c1491a-9a6c-4513-8e96-c63c5e0a34f9, BlackDuck-ComponentOrigin: 7b059641-0ea3-4f38-998a-86c23a4f602d"
IOKit-sys,0.1.5,library,MIT,Organization: crates,"BlackDuck-Component: 1818013f-149e-4f0c-8346-5351ab7d04a5, BlackDuck-ComponentVersion: b33d3a27-1198-44be-9335-c309d2bb4a4b, BlackDuck-ComponentOrigin: 42864b6b-5790-4d52-a35f-fe962201cd04"
io-lifetimes,1.0.1,library,"Apache-2.0, MIT, None",Organization: crates,"BlackDuck-Component: 872855da-cb7e-40d6-af03-c25562970468, BlackDuck-ComponentVersion: 0de6c88d-7661-468e-b4eb-4e4db47851f2, BlackDuck-ComponentOrigin: 9c49d557-a2ee-481b-aa3d-5a33603076d3"
ipnetwork,0.17.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: a527858e-eced-4ffd-b0bf-2fa52e22d020, BlackDuck-ComponentVersion: e86a09dd-6e72-454e-b4e2-42d297a3a7ff, BlackDuck-ComponentOrigin: 77ebc50d-32e3-4331-be64-d71fe864ae67"
ipnetwork,0.19.0,library,MIT,Organization: crates,"BlackDuck-Component: a527858e-eced-4ffd-b0bf-2fa52e22d020, BlackDuck-ComponentVersion: b0e699bf-68c7-4d79-b088-cfa899e6f51c, BlackDuck-ComponentOrigin: 7b60b0ac-0bdf-430c-a151-3f96e31346f6"
IPTables,1.6.1,library,GPL-2.0-or-later,"","BlackDuck-Component: 6983dcac-3477-41a0-bd7d-11eaa062bf96, BlackDuck-ComponentVersion: fc629893-79df-4944-9a4b-0e69c4bb4928"
Jakarta Activation,1.1,library,CDDL-1.0,Organization: maven,"BlackDuck-Component: ae579c25-08da-4cb5-91e6-44beb6997979, BlackDuck-ComponentVersion: 0a096b33-9188-41a9-bcab-e3f4aff4aef5, BlackDuck-ComponentOrigin: 1cbfe331-885f-497e-904d-d560394a532c"
Jakarta Mail,1.4.3,library,CDDL-1.0,Organization: maven,"BlackDuck-Component: 13874193-3405-46d0-aae8-9ca487bc4f24, BlackDuck-ComponentVersion: 75bca90c-ecbc-45d8-af7c-4d3997a21afa, BlackDuck-ComponentOrigin: 81dcce2b-5bd6-4445-9b39-4ed1de5380ef"
JavaCPP,1.5.7,library,"Apache-2.0, GPL-3.0-or-later, GPL-2.0-with-classpath-exception",Organization: maven,"BlackDuck-Component: dcbbe8fc-7a91-41bd-993c-ff56baadd3b9, BlackDuck-ComponentVersion: 4e309222-6037-446a-a1a3-bcbe55c3e7e9, BlackDuck-ComponentOrigin: b64de3fc-05d8-4247-8842-e4d9726b82cc"
Java SemVer,0.9.0,library,MIT,Organization: maven,"BlackDuck-Component: 5364095d-178d-4b0d-a430-40afbc9eff81, BlackDuck-ComponentVersion: f928fdee-8e4d-4368-9b26-554890dc32cd, BlackDuck-ComponentOrigin: e81e625c-fe73-4d73-8dbb-96c8f57b0260"
JBoss Marshalling API,1.4.11.Final,library,None,Organization: maven,"BlackDuck-Component: 33c7336a-5b22-4b8c-af1a-4638f34de7e6, BlackDuck-ComponentVersion: f087eda7-c8ff-4d33-813b-e69c6d316c6d, BlackDuck-ComponentOrigin: 86e1356f-aae1-4e6f-ab9a-49dd46a0397b"
jcodings,1.0.56,library,MIT,Organization: maven,"BlackDuck-Component: 85d55189-686f-47ec-9098-6d55fd6f9fea, BlackDuck-ComponentVersion: b241f60c-5499-449b-a481-a6764e710e4f, BlackDuck-ComponentOrigin: c13dda25-c21f-40ce-8903-1de65587ad54"
JDOM,2.0.6,library,None,Organization: maven,"BlackDuck-Component: e72f3ef3-d2fe-40b1-939a-f1c6e6a72757, BlackDuck-ComponentVersion: 8efa1e9d-9569-4e44-97a5-ce07163c67e4, BlackDuck-ComponentOrigin: 5aeb7b1b-7ebf-4cfa-9168-9b8c5c4263ad"
jemalloc,4.4.0,library,BSD-2-Clause,"","BlackDuck-Component: 2504dce9-b1c9-4037-9b03-8a222d9a1570, BlackDuck-ComponentVersion: 360977f2-ab54-4919-9be3-a69f0a20c1a1"
Jetbrains annotations,13.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 22950adc-2441-4363-8255-c660e82eff79, BlackDuck-ComponentVersion: 1a801cdc-2824-4610-a435-892093bc79a9, BlackDuck-ComponentOrigin: 1f7f5995-0052-4cbb-a586-f0c34aaa8406"
Jetbrains annotations,16.0.3,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 22950adc-2441-4363-8255-c660e82eff79, BlackDuck-ComponentVersion: a866c478-b778-4294-97ce-129d8ca8de17, BlackDuck-ComponentOrigin: 7cf9a452-fac5-4366-8be0-186984e412b8"
Jetty :: ALPN :: API,1.1.2.v20150522,library,"Apache-2.0, EPL-1.0",Organization: maven,"BlackDuck-Component: a1774a13-0ec9-4a31-b7bc-5b658ce7aab7, BlackDuck-ComponentVersion: 41744d0c-bd58-406f-bc6e-454c81253522, BlackDuck-ComponentOrigin: 1067d42f-edd2-4c29-95aa-07aa384a103b"
Jetty :: Next Protocol Negotiation :: API,1.1.1.v20141010,library,"Apache-2.0, EPL-1.0",Organization: maven,"BlackDuck-Component: 56e2427a-798a-4670-88e4-6acf4e410be5, BlackDuck-ComponentVersion: 5dcc29c4-e8b4-4915-841a-934f48fc756d, BlackDuck-ComponentOrigin: 50dc7372-6caf-4fab-97fd-8239f98a34aa"
JMS 1.1,1.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: aa02c282-e73f-4d2c-9556-3940c67dd4df, BlackDuck-ComponentVersion: ea28c718-6501-46a8-a543-04d5c16455d5, BlackDuck-ComponentOrigin: a3ae7eac-541e-49b6-b052-6e64a959dcf2"
jQuery,1.3.2,library,MIT,"","BlackDuck-Component: 286bed55-3d70-4402-b41f-efbec8daf3b6, BlackDuck-ComponentVersion: 77962e91-3c58-4028-8dd3-79db91ff1e7a"
jQuery,1.7.1,library,MIT,Organization: github,"BlackDuck-Component: 286bed55-3d70-4402-b41f-efbec8daf3b6, BlackDuck-ComponentVersion: cb641a37-c52a-457c-9a44-5cdc6df0a0b1, BlackDuck-ComponentOrigin: 219c69e4-1981-409b-ac7c-520d6f3d9854"
JSilver,1.0.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 3c8cdfae-dc39-48c5-913c-0527ac8b97d0, BlackDuck-ComponentVersion: 3d9a163e-6a6d-4e69-9d54-edf49dc6f291, BlackDuck-ComponentOrigin: badc7c22-90b0-46d2-abbf-c17fa45e62f6"
jsmin,2.0.9,library,MIT,Organization: pypi,"BlackDuck-Component: f02cd1c4-1f9a-4d15-a736-1e6633ea14b0, BlackDuck-ComponentVersion: 220d0bca-528b-4dea-bfe8-3464391d1c5a, BlackDuck-ComponentOrigin: 221c9348-c4b0-4d9a-86bb-8c185852d373"
JSON-java,20220924,library,None,Organization: maven,"BlackDuck-Component: e4ee0bd5-2d0e-494f-b293-22e0314e3acb, BlackDuck-ComponentVersion: 8d885eea-b62c-42b4-8cf7-d3e78aef6a95, BlackDuck-ComponentOrigin: 850d7487-c2be-43e0-9ea7-66812deea9c5"
js-sys,0.3.56,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: a38c832d-f9f9-43e1-8995-655fe79b3ff9, BlackDuck-ComponentVersion: 90c646ba-dbbd-4fbb-877e-03053469255a, BlackDuck-ComponentOrigin: 88003787-b2b9-4423-9c79-e565723c4ca0"
JUnit,4.12,library,EPL-1.0,Organization: maven,"BlackDuck-Component: 8a5366e4-bf7d-4158-a1e9-5b3375bd9c69, BlackDuck-ComponentVersion: 880f9c56-3b35-44ac-94d5-7ca931b6d850, BlackDuck-ComponentOrigin: febd4a6e-c3d0-430b-b455-d912074f7a59"
JUnit,4.13.2,library,EPL-1.0,Organization: maven,"BlackDuck-Component: 8a5366e4-bf7d-4158-a1e9-5b3375bd9c69, BlackDuck-ComponentVersion: c90771f4-0fc1-4ca3-9c54-3ee75e5250ce, BlackDuck-ComponentOrigin: d713ac8c-efb6-48f0-bde5-2af772952474"
JUnit 5 (Bill of Materials),5.7.2,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 461f9840-a0e2-417a-82a9-39e9385dcf70, BlackDuck-ComponentVersion: ba39f686-35de-40a9-9fd5-d5dc00427131, BlackDuck-ComponentOrigin: d9db8f27-3bb7-4b9a-a245-012fdea75a07"
JUnit 5 (Bill of Materials),5.9.0,library,EPL-2.0,Organization: maven,"BlackDuck-Component: 461f9840-a0e2-417a-82a9-39e9385dcf70, BlackDuck-ComponentVersion: c1aea63b-6f9f-4e00-bbdb-8455a41fba99, BlackDuck-ComponentOrigin: 2c7879b7-1135-4dec-90ee-15d4056b21f3"
JZlib,1.1.3,library,BSD-3-Clause,Organization: maven,"BlackDuck-Component: ee10643a-3963-4ae3-8b51-7e2d3ffb58d5, BlackDuck-ComponentVersion: 44bb3a44-e717-40bc-9b49-c583b3ce66bf, BlackDuck-ComponentOrigin: 1d80eaa5-b6bd-45e0-a1f5-83034785643d"
Keats/validator,0.16.0,library,MIT,Organization: crates,"BlackDuck-Component: 2628ffb1-2794-4949-b39b-339fdcd885af, BlackDuck-ComponentVersion: 686a1f80-5d67-4bd0-b69d-09942b5635a7, BlackDuck-ComponentOrigin: 34c5e748-0537-41db-839d-2c84156f7549"
Kimundi/rustc-version-rs,0.2.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 5b6677b3-af89-49ca-a485-ceece29ea238, BlackDuck-ComponentVersion: 81257495-d114-444b-a547-43644a4e01f7, BlackDuck-ComponentOrigin: 368df082-d3cd-485b-b57a-e79ff9e9b377"
Kimundi/rustc-version-rs,0.4.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 5b6677b3-af89-49ca-a485-ceece29ea238, BlackDuck-ComponentVersion: 7b9fa5c5-160b-4121-ad15-c13e9c044092, BlackDuck-ComponentOrigin: b73d1b5d-9773-4dd8-b465-8a48cc937b0e"
kmod,23,library,"GPL-2.0-or-later, LGPL-2.1-or-later","","BlackDuck-Component: 506f8554-714f-423d-83ba-847a18eb5710, BlackDuck-ComponentVersion: 46bc3100-340c-4b7e-a57a-6bcb00a768bf"
Knockout JS,2.0.0,library,MIT,Organization: github,"BlackDuck-Component: 7ac76887-89ce-4587-863c-e4a60e49bf0d, BlackDuck-ComponentVersion: dde94c96-286a-4370-856f-40e200c569c5, BlackDuck-ComponentOrigin: e22fd5a3-163f-4f06-9b9f-195f11ba905e"
Kotlin,1.7.20,library,Apache-2.0,Organization: maven,"BlackDuck-Component: ecbf67e0-977b-40dd-830d-42c44c595a57, BlackDuck-ComponentVersion: 8cae01f6-6ead-42b0-a79d-9eb5dd8d9091, BlackDuck-ComponentOrigin: a38d8191-4b0d-4586-9077-6759e53f2fb8"
kotlin-stdlib-common,1.7.20,library,Apache-2.0,Organization: maven,"BlackDuck-Component: 16459ffd-c8db-4bc7-8c93-df0da1a9808f, BlackDuck-ComponentVersion: 8af0b530-d6e2-4269-9137-c4fd85a811a2, BlackDuck-ComponentOrigin: 100f9cb1-1fe9-41ed-b8fa-3853b43fde57"
koute/stdweb,0.1.5,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 196bbc80-d612-42b9-a254-d4f0c867e2b7, BlackDuck-ComponentVersion: be49b377-57d8-4f54-92b5-bd67b1685260, BlackDuck-ComponentOrigin: 768f0665-04bf-433b-a621-3a5c3a5afa18"
koute/stdweb,0.2.9,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 196bbc80-d612-42b9-a254-d4f0c867e2b7, BlackDuck-ComponentVersion: 4be38048-9d21-4afb-9471-9a965deee7e4, BlackDuck-ComponentOrigin: d5296ffb-db52-4564-a9de-939a8e5a6089"
koute/stdweb,0.4.20,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 196bbc80-d612-42b9-a254-d4f0c867e2b7, BlackDuck-ComponentVersion: 2e5237d9-f465-432c-81ee-a9c8a2cdb7c1, BlackDuck-ComponentOrigin: 9ad8b77a-1f25-4835-abc7-14587cb1fa84"
koute/stdweb,0.5.3,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 196bbc80-d612-42b9-a254-d4f0c867e2b7, BlackDuck-ComponentVersion: c80c1f21-bb48-4e06-96b7-75e7233d28d9, BlackDuck-ComponentOrigin: 8047041f-f1c8-4c41-a1fd-804225c7e8f7"
KyleMayes/clang-sys,1.3.0,library,Apache-2.0,Organization: crates,"BlackDuck-Component: ac3ada34-122e-4189-a5d8-c66289d6710d, BlackDuck-ComponentVersion: de123c53-3cb6-482e-8ed3-c940c79d6582, BlackDuck-ComponentOrigin: b15d6265-4312-4042-9a83-1f1778ddd7e3"
lazycell,1.3.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 2bd85b31-dfee-4b1c-bd32-e6d346b0a786, BlackDuck-ComponentVersion: dd3eca78-f140-4fdc-a9eb-9f3b1b6f6afe, BlackDuck-ComponentOrigin: ccb89a1b-3f96-4d9e-9418-c878d2be4a25"
lazy_static,1.4.0,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 6a2edfcc-07ad-4d5e-ad64-0613faf85d43, BlackDuck-ComponentVersion: fd4428a7-4ad2-4613-95c0-37db48f49f51, BlackDuck-ComponentOrigin: 3335021a-2308-4830-ad0c-97cb9df7aa3f"
libexpat,2.2.5,library,MIT,"","BlackDuck-Component: 22e24be7-3d1d-469d-b1c0-a0d545ba5073, BlackDuck-ComponentVersion: e560a6d7-91ed-4747-9b6b-89d38ee3e9de"
Library Support,Unknown,library,GPL-2.0-with-classpath-exception,"",BlackDuck-Component: 73bcdc8b-0454-4159-9b05-1db31f970cec
libudev-sys,0.1.4,library,MIT,Organization: crates,"BlackDuck-Component: 926dc814-93ab-4822-b098-9eff47b0f6f3, BlackDuck-ComponentVersion: 29db7bf0-a225-4d86-b7d2-c4b0ac2d91f5, BlackDuck-ComponentOrigin: a5b4c59e-f574-4ecb-b5df-0135e7659593"
linux-raw-sys,0.1.2,library,"Apache-2.0, MIT, None",Organization: crates,"BlackDuck-Component: 497bcb5f-d759-4829-8e12-28220e42e769, BlackDuck-ComponentVersion: b4ab8c34-f3e7-423b-ac31-2a48a816f226, BlackDuck-ComponentOrigin: 4712a551-9ac6-400c-9282-30a30c1b7e13"
LLVM - Low Level Virtual Machine,13.0.1,library,None,Organization: fedora,"BlackDuck-Component: 3f66d0ab-668e-4466-a13d-60e0901a5ea4, BlackDuck-ComponentVersion: ae78a5d2-48cf-4dea-a10e-0188bfca9e93, BlackDuck-ComponentOrigin: f6f6a169-7e2f-4449-85db-5ff61ff9c448"
lock_api,0.4.7,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 061471d7-a453-47ed-9904-c25261f6119b, BlackDuck-ComponentVersion: ecac8dbe-18f5-4713-9c8a-70843bd3cd34, BlackDuck-ComponentOrigin: 2c59ef63-887e-4f87-805a-5f40470854c8"
log,0.4.17,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 55ca17e2-6f13-4863-906f-1f4b51a855c6, BlackDuck-ComponentVersion: e1d38cea-29e2-463a-86f3-06f27fd99ee8, BlackDuck-ComponentOrigin: 57988242-cb88-4e9d-beca-5a7e1179589e"
logkit,1.0.1,library,Apache-1.1,Organization: maven,"BlackDuck-Component: b8609c74-f6cd-4030-ac5e-9f27565d80f9, BlackDuck-ComponentVersion: c5e3fadd-94e9-4d0a-a800-f2bc0c62a1c1, BlackDuck-ComponentOrigin: 68c76ebe-cad4-41c0-b6fa-1d0bfd8c5440"
loopdev,0.4.0,library,MIT,Organization: crates,"BlackDuck-Component: e24f07d8-5c2b-4999-87af-16846723d4c2, BlackDuck-ComponentVersion: 42dd8e9c-2b81-49e4-b579-4ca6cf5ce694, BlackDuck-ComponentOrigin: ac4e6846-61df-4d27-8ba8-b1f597d46fe6"
lru,0.7.8,library,MIT,Organization: crates,"BlackDuck-Component: 7290323f-7969-4946-a923-ac0424e99690, BlackDuck-ComponentVersion: ab8d57b2-524e-48fa-8f19-4e20e5c1a719, BlackDuck-ComponentOrigin: 0da46194-8565-45f7-a0f7-6f8b7c575a3a"
LZ4 Java,1.3.0,library,Apache-2.0,Organization: maven,"BlackDuck-Component: dbcb5534-4689-4242-b513-284030f9e4aa, BlackDuck-ComponentVersion: ae6712d9-626b-4879-ac1e-4aa06f254d96, BlackDuck-ComponentOrigin: 1f497ef1-b794-4e03-aed5-86edf11aba9a"
lzma-java,1.3,library,Apache-2.0,Organization: maven,"BlackDuck-Component: df1e06b9-4710-487f-bad8-3cac6554bd9c, BlackDuck-ComponentVersion: 1bae0008-fbc7-4abf-8a8c-e5da736e5622, BlackDuck-ComponentOrigin: bfdc2095-81b5-4d8c-92fe-604a1a201ff1"
mach,0.1.2,library,BSD-2-Clause,Organization: crates,"BlackDuck-Component: 28b611d1-590b-4a37-93e2-df77d90ce914, BlackDuck-ComponentVersion: b5103cd7-195e-4342-b891-fec362ad2f1a, BlackDuck-ComponentOrigin: 09239c19-85e6-4b1f-9243-5e3181345653"
mach,0.2.3,library,BSD-2-Clause,Organization: crates,"BlackDuck-Component: 28b611d1-590b-4a37-93e2-df77d90ce914, BlackDuck-ComponentVersion: c1999780-22b3-4a64-b7c7-90d918bff92d, BlackDuck-ComponentOrigin: 24dd3671-bf2b-4723-854d-aaefaccc3716"
maciejhirsz/json-rust,0.12.4,library,"Apache-2.0, MIT",Organization: crates,"BlackDuck-Component: 71f99c8b-63bc-494c-ad23-10faf880a7d7, BlackDuck-ComponentVersion: 2cce4aa2-ad6f-41c4-8353-7e31c5f71278, BlackDuck-ComponentOrigin: d9c3ab63-4614-4af7-954c-22aa2e7995b9"
